id,timecode,transcript
a,00:39:32.64 - 00:39:35.30,And so that's really difficult.
a,00:39:36.06 - 00:39:36.58,Yeah.
a,00:39:36.59 - 00:39:44.81,"Yeah, but also there's a lot of action in that world at the moment and the carbon accounting software platforms."
a,00:39:44.82 - 00:39:51.76,"Yeah, it's watershed and a lot of other companies each have very specific ways of handling it."
a,00:39:51.77 - 00:39:53.96,Um so it's improving.
a,00:39:53.97 - 00:39:58.76,"Uh but yeah, is there anything this has been super helpful?"
a,00:39:58.77 - 00:40:09.24,"Um, your experience is very, very, um extends and it's been a great conversation for myself and I'm sure my colleague was taking notes as well."
a,00:40:09.25 - 00:40:22.17,"Is there anything else that you would want to share about, you know, any other challenges or anything and sustainability and like just the profession and where it's going and Yeah, sure."
a,00:40:22.17 - 00:40:31.93,"Yeah, I mean, I think um at least in the apparel industry, it seems to be a growth, it seems to be growing and kind of not stopping."
a,00:40:31.93 - 00:40:56.69,"I remember whenever I first um I started working in this industry, there were few and far between, I mean obviously like the big examples that everybody thinks about Patagonia Island fisher obviously have existed for a long time, but the amount of jobs just from like job searches that I saw back then compared to now is like mind blowing."
a,00:40:56.70 - 00:41:07.89,"Um so I definitely think that it seems like this is a growing kind of trend um which I think can only yield really positive results, I think."
a,00:41:07.90 - 00:41:48.61,"Um and I'm curious to know what you all are seeing as well in your research, but there's still, it still seems like we're all kind of occupying very small teams and team structures within organizations, even huge parent companies tend to have like much smaller uh sustainability teams compared to others, um although there is still quite a lot of, you know, metrics and analysis and strategizing, like there's still quite a lot of complexity in the work that we do, but we just sort of have to be jacks of all trades for a long time until the size of our teams can grow."
a,00:41:48.62 - 00:42:29.91,"Um So I don't know, it's, I think maybe the next horizon or at least what I'm hoping is, you know, not everybody can kind of be the sustainability person or people in a company, but um hopefully there's you know, more education or at least more of a path to education for these types of topics within like specific trades or studies, so um I don't know, so they're a little sustainability advocates who are, you know, joining out of college to work in product development and they have a background and understanding similarly to what you would for like general accounting or or like finance."
a,00:42:29.92 - 00:43:25.48,"Um So I don't know, I haven't really seen that, I've seen a lot of big explosion in um people who are like traditionally educated or trained on these subjects who are coming in to kind of set the strategic goals um for companies generally, but not as much um you know, sustainability being like part of an education across other uh Yeah, that's actually a theme that I keep hearing and it's not all of our research at all, like we're we work on like right now we're working on auditing platform, we're looking to incorporate um ways to manage your science based targets, but everyone that I've spoken to has said something along the lines of like how it needs to become more part of the business and so it was really interesting to hear that your leadership has kpi s attached to sustainability."
a,00:43:25.67 - 00:43:45.19,"Um But I think yeah that's kind of what every company is gonna, you know, eventually it will, it's kind of like a thing now and eventually it will disappear and it will become something that we all do and attached to all of our KPI s and all of our professionals, no matter what role you have."
a,00:43:46.26 - 00:43:49.39,"Yeah, well that's certainly what we're trying to do."
a,00:43:49.39 - 00:44:00,"But um again, ever Lynn is kind of a special place and we're we're also not like governed by um you know, we're not publicly traded."
a,00:44:00 - 00:44:06.09,"So I don't think we have a lot of the same pressure um to deliver on, you know, whatever."
a,00:44:06.10 - 00:44:12.27,"Um But yeah, I don't know, it's it's interesting, it's an interesting time."
a,00:44:12.27 - 00:44:14.61,"I think we're seeing a lot of progress, which is really cool."
a,00:44:14.62 - 00:44:15.73,Yeah.
a,00:44:15.74 - 00:44:21.50,"Yeah, I'll let you get back to your day and I hope you feel better."
a,00:44:21.50 - 00:44:26.34,"This has been super helpful, thank you so much for your time and Yeah, no worries."
a,00:44:26.35 - 00:44:27.74,Happy to talk with you.
a,00:44:27.75 - 00:44:32.67,Are you all going to be publishing something or is this more just for internal research?
a,00:44:32.68 - 00:44:34.34,The research is internal.
a,00:44:34.35 - 00:44:38.10,"Um Yeah, we were not publishing anything."
a,00:44:38.11 - 00:44:42.40,"Our platform is at, our website has sustained that life."
a,00:44:42.41 - 00:44:46.05,Um We we have some screenshots.
a,00:44:46.06 - 00:44:55.71,"Um I believe, yeah, you can, if you are interested in getting more information, you could schedule a demo or I could connect you to that person myself."
a,00:44:55.72 - 00:45:00.44,"Um you know, I don't want to do any type of sales."
a,00:45:00.45 - 00:46:01.77,"No, no, it it might be interesting at some point maybe I don't know where in like your iteration um you're at, but I think we're always really intrigued to just kind of like learn what's out there and understand um you know what various platforms or partnerships would both cost us, but also afford us in in these big goals that we have, and I think a common theme is just like trying to um remove complexities for everybody um and so if we can use tools or platforms or software or whatever to kind of help us do that, then that's obviously really great, but okay, um so if I introduce you to someone via email, that's okay and Yeah, okay, cool, I'll find out who to connect you with and yeah, we have a lot of different things that you touched on, so they'll be able to help you out."
a,00:46:01.78 - 00:46:02.41,Cool.
a,00:46:02.42 - 00:46:04.92,"Yeah, well, thank you so much."
a,00:46:05.72 - 00:46:06.50,Alright.
a,00:46:06.83 - 00:46:07.54,You too.
a,00:46:07.55 - 00:46:08.30,Bye.
b,timecode,transcript
b,00:00:00.00 - 00:00:01.42,sounds very official.
b,00:00:01.43 - 00:00:05.02,This session is now being recorded Alright.
b,00:00:05.03 - 00:00:08.19,"Very official, very official."
b,00:00:08.20 - 00:00:25.86,Um Okay so we are working on some research with consultants as well as um in house sustainability professionals to improve our products and um I'm a senior product designer here.
b,00:00:25.87 - 00:00:36.86,I basically have been talking to a lot of different people and well you know it helps us gain information to make our products better so there's no right or wrong answers.
b,00:00:36.87 - 00:00:45.22,"Um it's you know, your experience, that's a valuable thing here and usually we we take about 45 minutes."
b,00:00:45.23 - 00:00:53.17,"Um I booked for an hour but it doesn't have to be 45 you know, it's whenever we have like a good conversation around then."
b,00:00:53.18 - 00:01:19.59,"Um Well I'm gonna ask you questions about just high level general like how you got started and then we can talk about more specific tasks you have issues with that you would love like software solutions for but yeah, before you know I keep going um it would be great to hear about your experience and and how you got into carbon accounting and sustainability."
b,00:01:20.16 - 00:01:20.97,Sure.
b,00:01:20.98 - 00:01:22.48,So my name is name-extracted.
b,00:01:22.48 - 00:01:24.81,I'm a senior associate here at company-name-extracted.
b,00:01:24.82 - 00:01:26.79,We are a full service E.S.G. Uh consultancy firm.
b,00:01:29.96 - 00:01:41.28,"So we do everything from the more qualitative report writing gap analysis, materiality assessments all the way to the more technical side of things which involves mainly carbon accounting which is what I do."
b,00:01:41.29 - 00:01:52.34,Um I joined company-name-extracted after previously being at a firm that specialized in um third party assurance and verification.
b,00:01:52.35 - 00:02:01.84,"So primarily over carbon greenhouse gas emissions data, but we also touched on like water and waste and DNA metrics as well."
b,00:02:01.85 - 00:02:11.76,Um but that really allowed me to get a a lot of exposure to a lot of different industries and how they all tackled their various unique issues when it came to carbon accounting.
b,00:02:11.77 - 00:02:12.78,Prior to that.
b,00:02:12.79 - 00:02:21.99,"Um My Master's degree, my Master's degree was actually from Colorado state in greenhouse gas, so very specific to the, to the work that I'm doing now."
b,00:02:21.99 - 00:02:24.20,"So I'm pretty, I'm pretty lucky that this job exists."
b,00:02:24.21 - 00:02:51.92,"Um and then prior to that, prior to that I my undergraduate degree in environmental science and so really if you want to start the first thing I, the first time I ever really uh um got any experience with carbon accounting at all was doing research on permafrost carbon in Alaska and how that is affecting the carbon cycle and how permafrost thaw is exposing more carbon to be to be um to be released."
b,00:02:51.93 - 00:02:54.57,So kind of that was a backwards looking way.
b,00:02:54.57 - 00:02:57,"But yeah, started from an environmental science perspective."
b,00:02:57.01 - 00:02:58.93,Um kind of moved into it.
b,00:02:58.94 - 00:03:11.11,"Um looking at inventories on all different levels, even from national government level inventories in some my graduate work and then moving towards the corporate side of things."
b,00:03:11.12 - 00:03:12.37,Um after I graduated.
b,00:03:12.38 - 00:03:22.79,"So yeah that's my background um we do inventories for companies that are either, they're really early on in the process taking their first steps."
b,00:03:22.79 - 00:03:28.61,"They maybe they don't have a program at all yet, or companies that have been doing this for a few years and they just want to make things better."
b,00:03:28.61 - 00:03:31.70,"They're ready to expand to scope three, they're ready to set targets."
b,00:03:31.71 - 00:03:39.08,Um That kind of thing is that um does that tend to be very tailored for the customer?
b,00:03:39.08 - 00:03:41.54,Like how does how does the project begin?
b,00:03:41.55 - 00:03:44.84,"Yeah, so it really does depend on the customer's needs."
b,00:03:44.85 - 00:03:57.14,"Um like I said, if, if we just take an example of some customer, a customer who has never done any greenhouse gas accounting before and they've never done that, this is the first year inventory."
b,00:03:57.15 - 00:04:01.81,Um it really starts by understanding their business and understanding which sources we need to look at.
b,00:04:01.81 - 00:04:12.55,"So that boundary setting step is um, is one of the trickier parts of the process, but definitely one of the more important understanding, okay, which locations do we need to look at?"
b,00:04:12.55 - 00:04:14.51,What sources do we need to be looking for?
b,00:04:14.51 - 00:04:20.58,"Some some clients are very straightforward in which they, okay, we only have leased office space in buildings."
b,00:04:20.58 - 00:04:23.23,"We that's it, that's our, that's our physical footprint."
b,00:04:23.23 - 00:04:24.99,We don't even have a vehicle fleet.
b,00:04:25 - 00:04:34.30,"Um, so those are a lot more straightforward than maybe a hypothetical manufacturing client where they have manufacturing facilities, they burn a lot of fuel."
b,00:04:34.31 - 00:04:42.08,"Maybe they have a vehicle fleet, maybe they have um, some potential fugitive emissions um from their processes."
b,00:04:42.09 - 00:04:49.02,"Um and then, so really it starts with understanding each client what their, what their specific needs are."
b,00:04:49.03 - 00:05:16.21,"Um and then, and then we move into kind of the data collection phase, which as I'm sure you're aware is oftentimes the most challenging, especially especially for clients who have never done this before, collecting data is oftentimes, especially the first time around, usually always a pretty big headache because so I mean some clients have the more established clients of, okay, we have processes in place when we pay our bills, we track our electricity usage as well."
b,00:05:16.22 - 00:05:20.94,"Maybe they use a bill pay service, like energy or someone like that, That makes things a lot easier."
b,00:05:20.95 - 00:05:24.37,"But unfortunately those are few and far between most of the time, it's okay?"
b,00:05:24.38 - 00:05:32.11,"We need to go to our actual locations, go back in time for the years that we're looking to do this inventory for actually collect the data?"
b,00:05:32.12 - 00:05:37.50,Um That a lot of times and that requires like working with company context to understand.
b,00:05:37.50 - 00:05:41.20,"Okay, who, who has access to this data, where does it sit?"
b,00:05:41.21 - 00:05:45.35,Um That's often times the most time consuming part of the process.
b,00:05:45.36 - 00:05:46.77,Yeah.
b,00:05:46.78 - 00:05:57.14,"And do you find that the data is consistent throughout, like, let's talk about manufacturing and like support chain and all of that."
b,00:05:57.15 - 00:06:02.52,"Um Like what I've heard before, is that data comes in all different formats."
b,00:06:02.53 - 00:06:09.50,"Is that something that you experience, Do you guys have any sort of process around that cleaning it up and making it consistent?"
b,00:06:09.51 - 00:06:13.11,"Yeah, it definitely comes in all different formats depending on the location."
b,00:06:13.12 - 00:06:25.99,"If we're just talking about scope one and scope to data usually that's fairly simple enough to to bring together, although it's a little tedious because it normally comes in just okay, this is our electricity bill is their natural gas bill."
b,00:06:25.99 - 00:06:32.58,"We just have to kind of pull the units off that unless they have a centralized system which like I said, it's few and far between."
b,00:06:32.59 - 00:06:43.97,"If they do have a centralized system we can run an export and say, okay, what's the usage for all of these sites over the time period we're looking at but then thinking about supply changes in scope three, that's when it gets a lot more inconsistent."
b,00:06:43.98 - 00:06:57.98,Different companies have different ways of tracking or different levels of tracking um The data that we need a lot of the times for scope three assessments were really starting with kind of that spend based data as part of the initial screening to determine.
b,00:06:57.98 - 00:06:58.17,Okay.
b,00:06:58.17 - 00:07:03.56,Which which categories are most relevant material to that company?
b,00:07:03.57 - 00:07:17.87,"Um And then when we want to move on to more more advanced calculations for things like purchase goods and services, things like downstream transportation, distribution, that's where the data is kind of all over the place depending on the client."
b,00:07:17.87 - 00:07:18.27,"Right, okay."
b,00:07:18.27 - 00:07:39.85,"One client may track, we've shipped, we know we've shipped this money units to this location and it went by rail or for example like that but it's really inconsistent I think and I think part of the problem is that only only the companies that are like the furthest along have really established systems to track that kind of information."
b,00:07:39.86 - 00:07:49.08,Um These I mean and that's talking about a hypothetical client that makes like a physical product for scope three other clients.
b,00:07:49.08 - 00:07:51.65,When you're thinking about scope three their biggest sources.
b,00:07:51.65 - 00:08:02.05,"Or maybe it's maybe it's business travel, maybe it's just produce goods and services, employee commuting and business travel is one of the ones that a lot of clients like to start with just because the data is the most available for it."
b,00:08:02.06 - 00:08:08.03,"And they can, I think they can conceptually understand where the emissions come from when it comes to business travel."
b,00:08:08.03 - 00:08:10.49,"Like they understand, okay, flying on a plane produces emissions."
b,00:08:10.78 - 00:08:17.61,Um some of the other categories are a little more nebulous and they require a little more explanation for them to get it to get why we're collecting it.
b,00:08:17.62 - 00:08:28.99,"Um But yeah, it's definitely that's definitely an issue is okay all the different formats the data comes in and and it's really a fairly manual process to try to get it in the right format that we need."
b,00:08:29 - 00:08:31.62,Um in order to do the calculations on it.
b,00:08:31.63 - 00:08:32.58,Yeah.
b,00:08:32.59 - 00:08:45.74,"And you also mentioned, you mentioned like the business travel is easy for customers to understand what's a not easy want to understand and like what kind of do you have to share resources with them is it?"
b,00:08:45.74 - 00:08:47.22,Like an education?
b,00:08:47.23 - 00:08:58.40,"Yeah, sometimes like I think they call clients here scope three and they're like okay, we know we have to do scope three but a lot of times they don't know what the different scope three categories are."
b,00:08:58.41 - 00:09:02.16,They also don't know where the boundaries begin and end for scope three.
b,00:09:02.17 - 00:09:09.06,"Um I think you have sold products is definitely something that people struggle with, especially if they don't make like a physical product, right?"
b,00:09:09.06 - 00:09:17.10,"If if they make a physical products a lot easier to understand, which is really what the protocol is designed to like, that's what is written around."
b,00:09:17.11 - 00:09:25.75,"It's like a hypothetical product that uses energy um some of those indirect emissions that are optional and then clients are like okay, do we have to account for?"
b,00:09:27.10 - 00:09:38.63,"Um I'm trying to think of a good example of a category they don't really understand, they don't understand um the fuel and energy related activities category because I need to, that's usually more of an education process."
b,00:09:38.63 - 00:09:48.90,"Understanding okay, what transmission and distribution losses are why there are emissions upstream for when the fuel to produce electricity is extracted, that kind of thing."
b,00:09:48.91 - 00:09:53.95,Um purchase goods and services often sometimes takes a little bit of explanation.
b,00:09:53.96 - 00:10:00.98,"Okay, the things that you buy have embodied emissions because they took emissions they took energy to produce."
b,00:10:00.99 - 00:10:06.86,"Um So yeah, there's definitely an education component when it comes to each scope three category."
b,00:10:06.87 - 00:10:11.64,And I think the big question is like okay which of these do we have to account for?
b,00:10:11.65 - 00:10:12.99,And then like what's the limit?
b,00:10:13 - 00:10:14.81,What's the boundary on these categories?
b,00:10:14.81 - 00:10:17.28,How far down the chain do we need to go?
b,00:10:17.29 - 00:10:22.74,Um A lot of like I said it's easier with clients that make a physical product.
b,00:10:22.75 - 00:10:25.04,I think that's it's a lot more straightforward clients.
b,00:10:25.05 - 00:10:39.40,"Yeah with clients that are like um like financial services clients, they're really struggling with the especially because the methodology for category 15 investments category is there's still so many different methodologies out there for calculating that."
b,00:10:39.41 - 00:10:42.73,Um They're like okay what do we need to include?
b,00:10:42.73 - 00:10:54.88,And I think there's some some things that are lost in translation when comparing the language of how financial services discuss their different different types of investments versus how the G.
b,00:10:54.88 - 00:10:56.13,Protocol discusses it.
b,00:10:56.14 - 00:10:58.08,Um So that's a little bit of a trance.
b,00:10:58.09 - 00:11:06.39,Like that's a that's a hard exercise into into their terminology right into language they understand.
b,00:11:06.40 - 00:11:08.48,Um Yeah it's hard.
b,00:11:08.69 - 00:11:12.41,Yeah I've heard that a lot like everyone has their own version of that.
b,00:11:12.41 - 00:11:15.26,It's like talking to marketing or talking to these people.
b,00:11:15.27 - 00:11:27.52,"It's like a lot of Yeah especially because there's so many different data sources across the company, like so many different departments in a company need to be involved in a complete like if you're doing like a complete scope, three inventory?"
b,00:11:27.53 - 00:11:28.85,You understand?
b,00:11:28.85 - 00:11:33.65,Okay accounting is involved for the spend data but then facilities involved.
b,00:11:33.66 - 00:11:38.45,"Okay do we have any like leased assets or where do we send our, where are all our products going?"
b,00:11:38.46 - 00:11:53.83,They take so many different sides of the company to do a full inventory That um getting everyone to talk in the same language is sometimes difficult but that's also part of like okay learning the company itself and understanding what what they do.
b,00:11:54.93 - 00:11:55.88,Yeah.
b,00:11:55.89 - 00:12:01.03,Um And you also mentioned that you do party auditing.
b,00:12:01.04 - 00:12:04.92,Is that yeah we do verification and assurance over over some clients.
b,00:12:04.92 - 00:12:14.27,That was my we do we do some um prior with a firm called Apex um Who did exclusively we didn't do any consulting.
b,00:12:14.27 - 00:12:16.52,We exclusively did verification and assurance.
b,00:12:16.53 - 00:12:30.64,"Um So that's a that's a different kind of engagement where that's more we're following a pretty strict protocol in order to check their emissions calculations, check that background data."
b,00:12:30.65 - 00:12:37.69,Um That's really something that we see clients that are more that are further along in the process go for.
b,00:12:37.69 - 00:12:40.10,Maybe they've been doing their inventory for a few years.
b,00:12:40.11 - 00:12:45.73,They feel pretty good about their methodology so then they were like okay we want third party assurance of it.
b,00:12:45.73 - 00:12:52.03,And so it's we're checking sampling of the source data that they're using their calculation methods.
b,00:12:52.03 - 00:12:53.70,The actual calculation numbers themselves.
b,00:12:53.70 - 00:12:55.19,The roll ups that kind of thing.
b,00:12:55.20 - 00:13:14.59,"Um Yeah is that a fairly manual process like you know you want to check specific calculation and then you like go into your own software or like Yeah, so it depends on the software that the client is using for their um For their inventory somewhere."
b,00:13:14.59 - 00:13:15.16,Just a lot.
b,00:13:15.16 - 00:13:17.06,Most are just doing it in Excel still.
b,00:13:17.07 - 00:13:19.32,Um and so that is really just okay.
b,00:13:19.32 - 00:13:20.66,We will check.
b,00:13:20.67 - 00:13:25.01,I'll take they so they'll they'll have acclaimed emissions total.
b,00:13:25.02 - 00:13:26.47,So I'll take like a subset.
b,00:13:26.47 - 00:13:32.16,"Okay, they say for this office, this is the total amount of emissions, this is the total amount of electricity usage."
b,00:13:32.16 - 00:13:40.46,"I'll do my own calculations to say, Okay, does that match up we have a materiality threshold, like plus or -5% of the whole scope that we work on?"
b,00:13:40.90 - 00:13:43.25,Um The that's fairly manual.
b,00:13:43.25 - 00:13:46.32,"I mean, it depends if they're using like online carbon accounting platform."
b,00:13:46.32 - 00:13:53.73,"Sometimes it can actually be a little more difficult to check those calculations because in Excel they're very visible, right?"
b,00:13:53.73 - 00:13:56,"You can click on a cell, see where things are coming from."
b,00:13:56.01 - 00:13:59.88,Um but they're a little more opaque on an online carbon couching platform.
b,00:13:59.89 - 00:14:15.16,"Um but then the other part of what we do is we review a selection of like documentation for background data that was like, okay, you claim you used 100,000 kilowatt hours here."
b,00:14:16.03 - 00:14:17.26,Where can you prove that?
b,00:14:17.26 - 00:14:18.57,Can we see the invoices for that?
b,00:14:18.57 - 00:14:22.13,"Or can we see a report from, your utility provider saying this is how much energy used."
b,00:14:22.14 - 00:14:41.63,"and so in that case is when they're using an online platform, it's usually a little easier because they have the opportunity to attach evidence to particular like items so we can go in so we have to request less from the actual client and sometimes if we're trying to get those electricity bills, it's back and forth with a particular office or with the utility provider that takes some time."
b,00:14:41.64 - 00:14:50.74,"But if they've uploaded that evidence to a system, it's, it's a little more straightforward for us to go and say, okay, we can see for january at this location, this is the electricity usage."
b,00:14:50.75 - 00:14:51.60,Right.
b,00:14:52.57 - 00:14:53.05,Yeah.
b,00:14:53.06 - 00:15:02.43,"And what are some of the common challenges in auditing um when you go back and forth, what what are those back and forth?"
b,00:15:03.43 - 00:15:34.54,"Um I think like I said a lot of it is okay, this is the data like this is the data we need um that's what takes a lot of the time is okay actually getting some of the source data, I think a lot of companies don't have a, I really flushed out inventory management plan for example, where they describe the exact methodology of their calculations and the exact methodology of how they collect their data in the few instances where I've worked with clients that do have that."
b,00:15:34.55 - 00:15:40.20,"It really helps the auditing process because we can understand, okay, this is where that data is coming from."
b,00:15:40.21 - 00:15:47.08,"This is how, if there's any QA QC procedures, this is what they are um and then this is how the calculation is done."
b,00:15:47.08 - 00:15:53.54,These are the emission factors we use having something like a document like that that's laid out is really helpful um but it's not very common.
b,00:15:53.55 - 00:15:55.55,"Okay, that's what we're working on."
b,00:15:55.56 - 00:15:57.26,Yeah.
b,00:15:57.27 - 00:15:58.42,"Yeah, no that's definitely great."
b,00:15:58.42 - 00:16:24.42,"Like understanding like this is the methodology, this is this is the process and procedures is like something that at the beginning of an audit is always super helpful to read through it because it just that would reduce the number of questions that I have for the client right the back and forth a lot of the times like looking at it from a third party perspective, you'll have questions that are really not, it's really not an issue, not a verification issue."
b,00:16:24.43 - 00:16:26.60,It's really just something that needs to be explained.
b,00:16:26.61 - 00:16:35.45,Um and so it's a quick back and forth but having having that that methodology like laid out in front of you can reduce the number of back and forth.
b,00:16:35.45 - 00:16:36.87,You need to have great.
b,00:16:36.88 - 00:16:47.23,"Um So aside from auditing you also you know, back to the client work and the measurement and all of that."
b,00:16:47.24 - 00:17:00.70,Um is there any interest in having some sort of like science based targets package or I don't know like is there any specific things that you do for that initiative?
b,00:17:01.21 - 00:17:05.67,Yeah for science based targets that's usually that we go through that process quite a bit.
b,00:17:05.68 - 00:17:12.19,"It's a pretty common ask once once companies have been doing their inventory for a few years, they're looking to set targets."
b,00:17:12.20 - 00:17:22.81,Um And it's becoming less common for companies just but I think a few years ago companies would just pick up either pick an arbitrary number or pick something that they thought they could achieve and set that target.
b,00:17:23.09 - 00:17:28.33,Now there's a lot more interest in science space targets having that approved.
b,00:17:28.34 - 00:17:49.09,So when we go through that process um often times it's kind of in combination with a with a scope three screening because they want to know if okay if their scope three emissions are greater than 40% they have to set a scope three science based targets and sometimes the people interested haven't haven't completed their full scope three inventory yet.
b,00:17:49.10 - 00:17:55.21,"Um So that's the first part is like okay, scope three screening determine if they need to set a scope three target."
b,00:17:55.22 - 00:18:00.57,Usually in almost all cases it's yes because scope three emissions are so much bigger than scope one and two.
b,00:18:00.58 - 00:18:18.75,Um but then it's really about they clients want to either either they'll commit immediately and then they'll say okay we have two years to figure it out or they really want to understand their target options before they even commit publicly to setting them.
b,00:18:18.76 - 00:18:24.71,So what we'll do is take their emissions inventory and model out most commonly used.
b,00:18:24.71 - 00:18:25.30,We'll use the S.B.T.I.
b,00:18:25.65 - 00:18:27.71,Tools to model out.
b,00:18:27.71 - 00:18:30.03,Okay these are your potential targets right?
b,00:18:30.03 - 00:18:33.80,If you set a absolute emissions target it looks like this.
b,00:18:33.80 - 00:18:38.98,If you set the intensity target it looks like this back when to under two degrees C.
b,00:18:38.98 - 00:18:40.15,And 1.5 degrees C.
b,00:18:40.15 - 00:18:40.88,Targets were allowed.
b,00:18:40.88 - 00:18:43.72,We would model at both those different pathways and show them the difference.
b,00:18:43.73 - 00:18:46.10,Now it has to be below 1.5 degrees C.
b,00:18:46.10 - 00:18:50.99,So we'll model out both of those different pathways and then a lot of clients won't understand.
b,00:18:50.99 - 00:18:55.27,"Okay so this is a hypothetical target, is it achievable for us?"
b,00:18:55.28 - 00:19:08.55,So well okay if you um if you purchased all this renewable energy where would that put you on in relation to your goal if you covered all your electricity with renewables for example.
b,00:19:08.56 - 00:19:19.83,Um So then it's more okay then they will publicly commit and then we'll go through the more formal target setting process which is a little more rigorous in terms of science based targets will come back and ask questions about.
b,00:19:19.83 - 00:19:22.84,Okay how did you do your inventory?
b,00:19:22.84 - 00:19:25.36,Did you account for this particular thing and scope three?
b,00:19:25.37 - 00:19:28.09,So that's more of a back and forth with the science based targets group.
b,00:19:28.10 - 00:19:32.12,Um But yeah so that's kind of an overview of the process there?
b,00:19:32.13 - 00:19:38.52,Um And it is with the science based targets tools are are great to a degree.
b,00:19:38.53 - 00:19:50.07,Sometimes it's a little confusing that their their version numbers are they like they'll have multiple versions up that exist on the internet and if you're using like an outdated version you gotta be careful because it won't it won't give you the same math.
b,00:19:50.08 - 00:20:03.04,Um but we'll we'll check it internally with our with our with our own calculations because usually those Percentage reductions are pretty straightforward and we can just say Oh it's 4.2% each year or something like that.
b,00:20:03.05 - 00:20:12.57,Occasionally clients will want to be more aggressive than the actual what the tool spits out as they're like minimum pathway for 1.5 degrees C.
b,00:20:12.58 - 00:20:15.80,Um So well we'll adjust that as well.
b,00:20:15.81 - 00:20:17.09,Yeah.
b,00:20:17.10 - 00:20:26.46,Um And what is like what is that conversation with um the client and them getting buy in from their organization or do you not?
b,00:20:26.47 - 00:20:28.82,Are you not as involved in that part?
b,00:20:28.83 - 00:20:33.89,Usually usually they come to us when they already have buying to set a target.
b,00:20:33.90 - 00:20:37.34,However sometimes it's something that comes up.
b,00:20:37.35 - 00:20:41.49,Say we're doing an initial scope three or scope one and two inventory.
b,00:20:41.49 - 00:20:44.61,Maybe some scope three part of our recommendations.
b,00:20:44.62 - 00:20:52.11,"We always provide recommendations at the end of the project things to think about, oh this is this is where you could potentially look to look reduce your emissions."
b,00:20:52.12 - 00:20:57.83,You should consider setting a target and usually our suggestion is to point them towards the science based targets as best practice.
b,00:20:57.84 - 00:21:11.77,Um Occasionally they've they've looked at that and they say this makes sense for us but really um yeah if they trust our advice coming out of the initial inventory and we say we think science based targets are best practice.
b,00:21:11.78 - 00:21:14.11,Occasionally they'll say yes let's do it.
b,00:21:14.12 - 00:21:30.45,Sometimes it needs to come from higher up um to get by and maybe they're getting pressure um from investors or things like that to set rates or um or from or we're seeing slightly more and more supply chain connections right?
b,00:21:30.45 - 00:21:37.24,"For for maybe some of their customers, their biggest customers, their biggest suppliers want their value chain to have targets set."
b,00:21:37.25 - 00:21:40.16,So that occasionally will be a motivator as well.
b,00:21:40.81 - 00:21:41.72,Yeah.
b,00:21:41.73 - 00:21:48.21,And are the are the tools that you have to use per client?
b,00:21:48.22 - 00:21:51.58,Um You know like do they change at all?
b,00:21:51.59 - 00:21:55.09,Um What is the biggest challenge with science based targets?
b,00:21:55.10 - 00:22:00.36,Because often what I hear is that it's the same challenges as everything else?
b,00:22:00.36 - 00:22:01.50,Like it's the data really.
b,00:22:01.50 - 00:22:08.14,But is there any specific um Any specific tools that you use for this process?
b,00:22:08.15 - 00:22:09.16,Yeah.
b,00:22:09.17 - 00:22:18.59,"I think there's not really, not really any tools, I think the process is slightly different just depending on the client, depending what what scope three categories are material to them."
b,00:22:18.59 - 00:22:32.42,"Scope one and 2 is usually pretty straight forward, no matter what it's like the sci fi target tool is gonna spit out A potential target that that meets their criteria that's below 1.5°C pathway."
b,00:22:32.43 - 00:22:44.10,"Thinking about the script targets Are a little more if you're not looking into the net zero guidance, which some clients are looking at like long-term net zero targets for like 2050 or earlier."
b,00:22:44.11 - 00:22:51.83,Those have to they expand that boundary that you have to cover 90% of your scope three emissions or 95%.
b,00:22:51.84 - 00:22:53.25,I can't remember off the top of my head.
b,00:22:53.94 - 00:23:07.41,"Um but the scope three targets for Like the near-term targets or the medium-term targets that are like 10 years out, they don't have to cover that much of your scope three emissions."
b,00:23:07.41 - 00:23:16.19,So some some companies and you can see this on the science-based target website will set a sense we target only over a certain category of their scope three.
b,00:23:16.20 - 00:23:24.67,So that's really where it gets more customized depending on the client is the scope three target and the potential for that um scope one and two is usually more straightforward.
b,00:23:24.67 - 00:23:31.42,"But yeah, I think If they have a scope on into inventory and it's completed that target setting process is fairly straightforward."
b,00:23:31.43 - 00:23:38.75,"It is when it gets comes to scope three, it's really determining some some clients are like, Okay, are we above or below that 40% threshold."
b,00:23:38.75 - 00:23:43.75,That means we have to set a scope to target and then once they say they're above it.
b,00:23:43.75 - 00:23:43.97,Okay.
b,00:23:43.97 - 00:23:46.07,Which which combination of categories?
b,00:23:46.71 - 00:23:50.41,I think it's about 60% of the scripture emissions have to be included in the target.
b,00:23:50.42 - 00:23:53.45,So which combination of categories do we need to set a target on?
b,00:23:53.46 - 00:23:58.75,Can we set a target just on 11 category.
b,00:23:58.75 - 00:24:03.51,For example if they have one category that really dominates their um their scope three emissions.
b,00:24:03.51 - 00:24:09.74,So that's where it gets a little more a little more difficult and a little more customized depending on the client.
b,00:24:09.74 - 00:24:11.34,And there's not really a tool that we use.
b,00:24:11.34 - 00:24:13.79,It's kind of just math um to determine.
b,00:24:13.79 - 00:24:14.08,Okay.
b,00:24:14.10 - 00:24:18.19,"Does they, do they are they meeting the threshold if they include these categories?"
